Panel ID,Frequency_EMA,Monetary_EMA,Baby Cereal,Beer,Belacan,Bird Nest,Biscuits,Bouilon,Butter,CSD,Cake,Canned Product,Cereal Beverage,Cereals,Cheese,Chicken Essence,Choc/Nut Spread,Chocolate,Coconut Milk,Coffee,Condensed/Evap Milk,Confectionery,Cooking Oils,Cooking Sauces,Cordials,Creamer,Cultured Milk,Drinking Water,Eggs,Energy Drinks,Flour,Frozen Food,Fruit/Veg Juices,Ghee,Honey,Ice Cream,Instant Noodles,Instant Soup,Isotonic Drinks,Jam,Kaya,Liquid Milk,MSG,Margarine,Milk Powder-Adult,Milk Powder-Infant,Milk Powder-Kids,Peanut Butter,RTD Coffee,RTD Tea,Rice,Salad Dressing,Savoury Spread,Seasoning Powder,Snack,Soy Milk,Spagetti,Spirits,Sugar,Tea,Tonic Food Drink,Wine,Yoghurt Drink,Yoghurts,BMI,Income,Ethnicity,Lifestage,Strata,#HH,location
Panel 184036101,1.4554011424927786,36.63737366657639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 2000 - 2999,North Chinese,Teens and Toddlers,Rural,7+ Member HH,North
Panel 184038101,1.0,45.58109289615602,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 1500 - 1999,North Malay,Nesting Families,Rural,6 Member HH,North
Panel 184040101,1.0,29.226688188249884,0.0,0.0,0.0,0.0,1.6000000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599999999999971,0.0,6.900000000000031,0.0,0.0,0.0,0.0,6.599999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000306,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 1500 - 1999,North Chinese,Teens Aches,Rural,5 Member HH,North
Panel 185008101,1.0,52.97004261631799,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.599999999999973,9.19999999999992,0.0,5.0,0.0,11.899999999999945,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,4.200000000000031,0.0,0.0,0.0,0.0,11.800000000000104,0.0,0.0,0.0,0.0,0.0,Healthy,Income < 1500,North Malay,Matured Families,Rural,1-3 Member HH,North
Panel 185026101,1.5328897848391834,12.196900678340299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.400000000000003,0.0,0.0,0.0,4.3999999999999915,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income < 1500,North Others,Empty Nesters,Rural,1-3 Member HH,North
Panel 185028101,1.1339781187985825,33.345584539308106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.900000000000027,0.0,0.0,0.0,Under Weight,Income 2000 - 2999,North Chinese,Teens Aches,Rural,5 Member HH,North
Panel 186009103,1.0405073906221403,50.46009502698656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,North Malay,Teens Aches,Urban,5 Member HH,North
Panel 186015101,1.9998383144065222,33.90676301406206,0.0,0.0,0.0,0.0,2.89999999999999,2.7333333333333307,0.0,0.0,0.0,0.0,9.79999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,2.89999999999999,0.0,0.0,0.0,0.0,6.599999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income < 1500,North Malay,Matured Families,Rural,1-3 Member HH,North
Panel 186018103,1.7488472011045313,20.612662393039937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 1500 - 1999,North Malay,Teens Aches,Rural,6 Member HH,North
Panel 186019101,1.0197889320296207,38.62504828120564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,19.899999999999974,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000037,0.0,0.0,0.0,0.0,Over Weight,Income < 1500,North Malay,Teens and Toddlers,Rural,4 Member HH,North
Panel 186025101,1.0203715089114953,45.47068967604733,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999953,6.799999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.800000000000086,5.5,0.0,0.0,0.0,0.0,Over Weight,Income 2000 - 2999,North Malay,Nesting Families,Rural,4 Member HH,North
Panel 187005101,7.1558761541354095,1.3415992953411693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.900000000000004,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.599999999999998,0.0,0.0,0.0,0.0,0.0,Obese,Income < 1500,North Malay,Teens and Toddlers,Rural,5 Member HH,North
Panel 187011101,1.0619676556248077,44.17376017521186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,8.79999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90000000000006,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.8000000000000016,0.0,0.0,0.0,0.0,14.80000000000004,0.0,0.0,0.0,0.0,0.0,Obese,Income 2000 - 2999,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 187021101,1.3781007869847552,26.991686577191047,0.0,0.0,0.0,0.0,0.0,5.799999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.6999999999999935,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,North Malay,Matured Families,Urban,1-3 Member HH,North
Panel 187029101,1.134335413170374,15.606565946604999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900000000000045,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 2000 - 2999,North Malay,Teens and Toddlers,Rural,5 Member HH,North
Panel 187038101,1.2819440161391105,47.784689318212166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.033333333333352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income < 1500,North Malay,Matured Families,Rural,1-3 Member HH,North
Panel 187043101,1.1849271530725796,24.328338683038663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.799999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 3000 - 3999,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 187047101,1.6464529159246282,32.73082834899241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.299999999999981,0.0,21.90000000000006,3.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799999999999969,5.0,8.5,0.0,0.0,0.0,Healthy,Income 3000 - 3999,North Malay,Matured Families,Rural,1-3 Member HH,North
Panel 187048101,1.1585585070317113,37.454682105961034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income < 1500,North Malay,Nesting Families,Rural,5 Member HH,North
Panel 187090401,1.6473926299142014,9.834787277072511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 2000 - 2999,South Malay,Teens and Toddlers,Urban,4 Member HH,South
Panel 188001101,1.1900188131261038,25.29732585463096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income < 1500,North Malay,Matured Families,Rural,4 Member HH,North
Panel 189003101,2.33361487994711,23.94762586648724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399999999999995,0.0,0.0,0.0,0.0,0.0,4.800000000000006,0.0,0.0,0.0,Over Weight,Income < 1500,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 189025101,1.109901359762578,55.018291803527376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.900000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.399999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 2000 - 2999,North Chinese,Teens Aches,Rural,6 Member HH,North
Panel 189027102,1.6427320180583285,19.738390283585368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Obese,Income < 1500,North Malay,Teens Aches,Rural,6 Member HH,North
Panel 189029101,1.0204736727431178,28.405577306857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.399999999999753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000055,0.0,10.400000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,Healthy,Income 2000 - 2999,North Malay,Teens Aches,Rural,4 Member HH,North
Panel 189036101,1.0,40.69329709912193,0.0,0.0,0.0,0.0,0.0,0.0,13.80000000000011,2.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999883,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.400000000000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 1500 - 1999,North Malay,Teens and Toddlers,Urban,6 Member HH,North
Panel 189038101,7.017308439702692,2.0505387475619896,0.0,0.0,3.0,0.0,3.3000000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 1500 - 1999,North Malay,Teens and Toddlers,Rural,7+ Member HH,North
Panel 189067101,1.0200218740109601,55.7090393660338,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,9.80000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.799999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 2000 - 2999,North Malay,Nesting Families,Urban,5 Member HH,North
Panel 189071101,1.0204327458713043,56.665935340349826,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.800000000000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.299999999999931,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.900000000000053,0.0,0.0,0.0,0.0,0.0,0.0,11.80000000000008,0.0,0.0,4.79999999999997,10.400000000000063,0.0,6.20000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30000000000011,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 2000 - 2999,North Others,Nesting Families,Urban,4 Member HH,North
Panel 189080101,1.1198178609630298,70.25404597694649,0.0,0.0,0.0,0.0,9.900000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.90000000000038,0.0,0.0,0.0,0.0,24.90000000000004,0.0,0.0,9.800000000000052,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income >5000,North Others,Nesting Families,Urban,5 Member HH,North
Panel 189083101,1.020351137402584,17.536286992874498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.799999999999986,8.400000000000047,0.0,0.0,10.0,8.0,0.0,5.400000000000023,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.40000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,Healthy,Income < 1500,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 201007101,2.580891610727369,11.926637187228955,0.0,0.0,0.0,0.0,0.0,3.6000000000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.799999999999972,0.0,0.0,0.0,0.0,4.800000000000007,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799999999999986,0.0,0.0,0.0,0.0,0.0,Healthy,Income 4000 - 4999,Central Malay,Teens Aches,Urban,5 Member HH,Central
Panel 201009101,1.279365542734669,37.36016938905316,0.0,0.0,0.0,0.0,3.799999999999991,0.0,4.200000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,9.200000000000031,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.899999999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 2000 - 2999,Central Others,Matured Families,Urban,4 Member HH,Central
Panel 201019101,4.998774997631193,13.369349992782212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,22.0,6.066666666666677,0.0,0.0,0.0,0.0,24.0,0.0,5.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.20000000000002,0.0,31.0,0.0,0.0,0.0,Over Weight,Income < 1500,Central Malay,Nesting Families,Urban,5 Member HH,Central
Panel 201024101,1.2810021591732654,61.190718839373716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.899999999999995,0.0,0.0,0.0,4.299999999999977,0.0,0.0,4.400000000000006,0.0,0.0,0.0,0.0,12.099999999999941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.60000000000015,0.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,Central Malay,Nesting Families,Urban,4 Member HH,Central
Panel 201047101,1.4281546139264087,18.591567757292403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.699999999999999,0.0,0.0,0.0,0.0,0.0,Healthy,Income 2000 - 2999,Central Malay,Matured Families,Urban,1-3 Member HH,Central
Panel 201067101,2.2755410007408856,14.497229032707203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.799999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 3000 - 3999,Central Malay,Teens Aches,Urban,5 Member HH,Central
Panel 201074101,3.2494581056469722,12.190880183745827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.199999999999994,0.0,Healthy,Income 2000 - 2999,Central Chinese,Matured Families,Urban,5 Member HH,Central
Panel 201075101,2.003002681635774,14.327758976817094,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,Central Chinese,Matured Families,Urban,1-3 Member HH,Central
Panel 201078101,1.0,158.14515412052256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.89999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income >5000,Central Chinese,Matured Families,Urban,7+ Member HH,Central
Panel 201085101,1.0,45.957700795858514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.400000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.200000000000021,0.0,0.0,0.0,0.0,0.0,4.200000000000021,0.0,0.0,0.0,0.0,Over Weight,Income 1500 - 1999,Central Malay,Matured Families,Urban,4 Member HH,Central
